delegator,amount,since,delta
cosmos1q0c559prt3tmgu8yr5r3n2eczdpv3eql2chny5,250.236605,1635443194,0
cosmos1ntqup6tuedrx7y0p0t6zucf8gzne47ur7pk8tp,250,1596658439,0
cosmos1txyz6satw6nx2lkkt3vkc6a099jc3zfy39lgmr,250,1641680416,0
cosmos1zexhdcfm57ky3h60jc9ttnggcqwdn0pgnq0hdj,250,1628506381,0
cosmos1neesyw98juafz7u6cgxvf7366hewa08cfcw7ve,250,1631295784,0
cosmos1xjmjzpxqkd0v9aadypw39l37f2xvdamdrmasnu,249,1576022400,0
cosmos1juk5nzn7c7cw6jdcncgxlsrpvzhfu4d7nzcp9m,246.934511,1614987470,0
cosmos1ppc40pej7s3a6fqvuym4sc7tzanktx32drkc7h,246.336794,1600015955,0
cosmos13zcjx3k22g84e0a98w8pp70pzansxmlkz0r8qc,243.344099,1635777703,0
cosmos19hm2xzks8f4xkcjqu0f4gn40q498h4s54fv86l,243.294276,1622130952,0
cosmos1c63xplyf3r340yz3eca90pjzcxc6usxwzpny0v,242.869257,1617104332,0
cosmos1wgqx2cfywek573vrfl8f04mr2ahpyh6y55n4f8,242.789902,1614903843,0
cosmos1cdg552fw8fkrh94jus2kpyx4tdsqe9r9dc0pv6,241.951431,1607197188,0
cosmos105uvq7zvawlh9g5p5zx8pjrtp2cpr9wdvucrtg,241.02814,1644936561,0
cosmos1uwekl3sfk5xlm2nv7xxal8807zasgqe4qgktlz,238.97912,1625341234,0
cosmos1y8lh7ad6lucf4mp7yzgcfr88l3ynj0aqkjt5lx,236.555979,1633393535,0
cosmos1480t2rvdt4wa956avavsp8sff9nqd6ww0hn9hq,235.522253,1632010827,0
cosmos1w0h6e553dtaptsf8ntg3fc5dvk030gqtpf05x2,235.2,1641684706,0
cosmos1ywqff2qs2240hhtp6p533dpr3hqg9w32geka66,230,1633350904,0
cosmos1lt65ayjplh0xcmdpg5vat9jl3hc5mz6736pgrl,223,1616097581,0
cosmos14t75jref87yxlc54zlsw5cmlrmkyqed62lxqph,223,1637655990,0
cosmos1unap9ze35rsgpt0eeq9fq6mkx0gnc6uklerx6g,222.61955,1624632018,0
cosmos12kxmp5sasck5xsmhlhdze6w69za6ywjfehst9q,222.421449,1628224857,0
cosmos1m25t9e8y65y97jg6trhcdl7zhwnm5zv5xqz767,222.2,1638695299,0
cosmos12ssdt7jup2apqtlt4s2t9ur6x0tx5x8w9mgy49,221.437373,1630384242,0
cosmos1jxdx4nszha3hu2q49tylqasuc8tjct5w5t0fj3,221.183522,1632773982,0
cosmos1gs3qcuyhd06mnlr6rdf4p9r7e2w2h0lwka3wvv,220.260559,1630621576,0
cosmos1zqp70nhzlhw4uy3cy5alv07ztq4ks0f8txr27z,220,1619577154,0
cosmos1ndl4cg64nw57yyssl8ffwppz4xulcafhnflhky,218.97,1631298864,0
cosmos1ktlk5wguwfkaxq3wms47udym59ujyzult095l4,218.773868,1618400802,0
cosmos1exdu2k2km647ldhta6jm8l6kaqcwrpvhl7r3kv,217.349551,1620396677,0
cosmos1ejwd77cavgwwsrjga3jp4lv9k0u6tdeqll5ejy,215.817313,1618947114,0
cosmos1cknp3tvyfc9v7p2uvqk9xqkweptpdhmpxxwkm9,215.096267,1604341144,0
cosmos1mwfr3th4urpjeuv7w3x5xesln0xa5xsj8sav8k,214.292295,1622267399,0
cosmos1w97ceujy03ud525g7wj39lk7hcfkrt9hek5xsr,213.618255,1614985821,0
cosmos1qlq2cgrwlfd826gz040nl7jpycgvrckevn6unj,212.982306,1629919140,0
cosmos1y6qzv4dsgp87shuc7kjaptuucuusldrvvzjqhj,212.326717,1626863181,0
cosmos1nzl4w09r856yrq9sz27slg2ntehjmluheu90c0,210.095007,1613551507,0
cosmos1ej5m63g2dcy7kpd86vkv0cemmf7ml3lp6sde57,210,1634566137,0
cosmos13p82tsnevrsjvhgw2g0esgljnlva88pwwfcfpd,208.827416,1618227158,0
cosmos1ep8hz9tew0xprp77zwgyvlqk89tqxd3w9m753j,208.218276,1612783468,0
cosmos1g3l4vpuvq7x9f0d8ncrwduyhfh5c78u9wyq42c,206.859704,1596907278,0
cosmos1y2l4rf036w55zcksz0kgc80pplkzweegdnnufm,204.437,1618105868,0
cosmos1ya7df979h40hy57q0v8435ksvsj6vqn6danj6z,201.585784,1632337780,0
cosmos1cktqhrve9zy27hd6efrzf7l9f0xpxlras7dpa3,200.894,1619433119,0
cosmos14y4jh43q7gd4f9sdx3zchkhky9wex3ytqe49tm,200.82866,1576022400,0
cosmos10pjvpnavsurmrcj6354hu488ewk66vmxsjs4kl,200,1615822923,0
cosmos1ya7w74v54xqauxpypacq4664pachgv9p36c8kq,200,1618713989,0
cosmos1j2kz5e5sng02sd9tt5wtcwyc75v005z79z76rp,200,1641400362,0
cosmos1cn7tm92pcawn5lexf343zkjgslszkdthsxnn7p,200,1635835915,0
cosmos1s2adnjqltllnc6nnnvtewf0a4pq663xa7chzku,200,1622877326,0
cosmos1ct44aw5up3wnp63pcwl0eg35f3rxvl3v29w98a,200,1630050084,0
cosmos1sudpjmwcxyjcwzk5l7gefd3mj59h7pue9udxvn,200,1635505180,0
cosmos168mw5qmdg0adhz6khwg88jys74ys3rvun7d06h,200,1630943861,0
cosmos1jnmrv39kx0ls4mq6dxspvcvkcfzyv6yxndxm7u,200,1641999698,0
cosmos1ya7w74v54xqauxpypacq4664pachgv9p36c8kq,200,1618713989,0
cosmos1u3swtxvuznz977qlg4ey9g56lvmxh6d6l3mar3,200,1632235746,0
cosmos18zsf7ld3nxdt3wmde43cjsxylwyndcqsalhek8,200,1634255360,0
cosmos1z4z7549vft3d6dp4aexesmkltwhvp2pfas57zp,200,1639144299,0
cosmos1rvhlwnhf220dm29y3jsjhs8ym7tpp2w8lntxf0,200,1641504929,0
cosmos16plvryj0pymt968zx92azlyg0uwu79wqvtv6jj,200,1634425549,0
cosmos19rh7qhleq608pv0y78r8hs4jxj9lf0jhx7sf9r,200,1646234878,200
cosmos1fpy2f9wze6u58wel2uepuugua7jz2xpu8jy6t0,200,1645045397,0
cosmos1dtgmqrvvqgv5ega3kldt8wdc70ftuaktpwap8v,199.959,1629403500,0
cosmos19yc5exnhjwhd6m005tq0xk2natsyaqp3l2puds,199.894,1642794697,0
cosmos14ylgpdnhcwsjq9tfjyva4sqk9yesjj3gcppfcj,199.894,1622253643,0
cosmos1d0y3aew8l6n7tcmk2tzykytuh6yyzxak0v7y93,199.78561,1617564231,0
cosmos1m45uzztave43pcnxmdpwzqvuhh237c6qqe6ugx,199.394,1630837188,0
cosmos124tgwgjz7r2hf8uadmnftljwxezx4nvpaydeh4,198.673904,1639384726,0
cosmos15zsx6v6z8t6wturk09f97x06mm5kyq7kpy3tr4,196.172729,1638358833,0
cosmos1h90d5vpjx6frd0rgyj49z8980njtlz3zpqqkch,194.222748,1616471393,0
cosmos1v29klerrz6es7fhamztatm3jn889zn5c2k4s9e,193.596192,1630282282,0
cosmos15nfd07ekyf6fa4ahr589vxj4vm8a0pnalvt565,191.7126,1605548506,0
cosmos1lay30h9n003kszc28mzunayr00vncekaqq9wlr,191.396807,1619470587,0
cosmos1nh63s5xn03pr5np7fmjeu2pz7wvtdp43297equ,189.509319,1595090017,0
