delegator,amount,since,delta
cosmos1qguemtvt4lg3he9zlrxypmz2djq3vd5lefwf2c,105.167228,1640913867,0
cosmos1r2ulp7va5x6h6yj8n8kcfwsjl60q9x77lx9fve,105,1640851412,0
cosmos1g88sfrjwvlmcnwzye0sszdta89r94zuajmhcx8,104.5,1636379585,0
cosmos1xncxqvhh37ta0wsltvjg9rt7nmunmejrgajtyp,104,1640851351,0
cosmos10jdk5239wqyzq9l6cc4gf0p0qws8mn70rkummu,104,1635476718,0
cosmos1ehmcn2t856kn2ls2kpsr4lj6ev3unxrwf8zr7r,102.75,1642186469,0
cosmos109efh9hfcf9uguuee0nmncdzkpjsd7c2k3gfww,102.369049,1636382447,0
cosmos14hk2xrp5lessljvksmzx8kadam5zfqyfvvrt04,102,1643884088,0
cosmos1v3wjlmylqfhd0s73kwafl2z45as0zqk7vwlcux,102,1636130794,0
cosmos1gacfqlajnn4pcqnk4gr8jtz3valeakslmua2lj,101.711393,1642667872,0
cosmos12kw9xjgmt4qe2nr7en46w439kv4rej56hekeuv,101.24365,1636240595,0
cosmos1fjqxd7h658zfy8g5tf2s9mfsqtpwunjwn7taz6,101.1075,1620304133,0
cosmos1vwcqmzk9qahva8cknz0p6dnulkclctwu2zj2e9,101.09295,1644010885,0
cosmos1600yhsce72puj2mmtskyqcflfmvv2727m9w20e,101.045166,1642259297,0
cosmos1gkds0ymkteyezhr55z3z2ellhmv3gk6xjl5zf2,101.03,1635476320,0
cosmos1h0f6qgs3q2y73ftnk876lejfcafckatjes45nw,101,1645117592,0
cosmos1ljqtvr7khx4caslempvyluhh4gzjetvlcmkmmm,101,1642257700,0
cosmos1dqh73ymcqp2ragjchj8ffusdcsa3z8czug9e3l,101,1636131062,0
cosmos15nmjk3qqnsqhehw96z0hq57s0ugutmtwepfk5k,101,1641606161,0
cosmos12hkmvravfxhq7q2xdutepnu4xhr2r0z3mx3xcx,101,1643871144,0
cosmos1kp9zqdp0vhaupmlm7y8xs80uavwt8dc7z7lune,101,1636130715,0
cosmos1fuhn5l5j3q4s9z39vq6rwdw20aa7grd7mtnlkd,101,1641625241,0
cosmos18mjc8elztlzzfpkznnv2dzt6qxrylg79lg4hdd,101,1636131134,0
cosmos17yufh0m7qfj6d0weeezxzhxw5hn3f3cclqthzn,101,1643885303,0
cosmos1luuc3w7f0nczmhv3hkk6nteem3e3l4gwme0z7e,101,1641822847,0
cosmos12rf2sffpzxn3hssghynahpewfk0k4vw8nwx2au,101,1642597028,0
cosmos16mtvl7e2txmjnlly8ava93t7d4xq8v3m227sfv,101,1644024927,0
